objectid,title,creator,date,description,subject,location,source,type,format,object_location,display_template,image_alt_text
1018,Inside,Shacks,,Very large wood shack with hat,,Smithsonian,Wood,Image;StillImage,image/jpeg,/objects/IMG_1018 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1018.HEIC
1019,,Shacks,,Two story wood shack with chimney in fence on wood stand,,Smithsonian,Wood,Image;StillImage,image/jpeg,/objects/IMG_1019 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1019.HEIC
1020,,Shacks,,Four red shacks with chimneys and black roofs.,,Smithsonian,"Wood, Paint",Image;StillImage,image/jpeg,/objects/IMG_1020 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1020.HEIC
1021,,Shacks,1990,"two with chimney. one with narrow door and boarded window, one with short narrow door",,Smithsonian,Wood,Image;StillImage,image/jpeg,/objects/IMG_1021 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1021.HEIC
1022,,Shacks,,Birdhouse with logs,,Smithsonian,Wood,Image;StillImage,image/jpeg,/objects/IMG_1022 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1022.HEIC
1023,Richard's House,Shacks,1993,Two story wood saturated in multicolor marks and string,,Smithsonian,"Wood, Oil Pastel and/or Marker, Found Object(s), Paint",Image;StillImage,image/jpeg,/objects/IMG_1023 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1023.HEIC
1029,,Shacks,,Two story wood shack with chimney in fence on wood stand,,Smithsonian,Wood,Image;StillImage,image/jpeg,/objects/IMG_1029 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1029.HEIC
1030,Yard,Shacks,,"Grey yard with keep out sign, metal wire and bucket",,Smithsonian,"Found Object(s), Metal, Paint, Wood",Image;StillImage,image/jpeg,/objects/IMG_1030 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1030.HEIC
1031,,Other?,,"Assemblage. Wooden figures, flags, black wire, porch with thimbles, and text reading holy.",,Smithsonian,"Wood, Plastic, Found Object(s), Oil Pastel and/or Marker",Image;StillImage,image/jpeg,/objects/IMG_1031 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1031.HEIC
1034,,Shacks,,All white shack,,Smithsonian,"Wood, Paint",Image;StillImage,image/jpeg,/objects/IMG_1034 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1034.HEIC
1035,Alice's Shack,Shacks,1989,Red with black roof,,Smithsonian,"Wood, Metal",Image;StillImage,image/jpeg,/objects/IMG_1035 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1035.HEIC
1036,Ms. Mary's House,Shacks,,Wood with porch no door no windows,MLF,Smithsonian,Wood,Image;StillImage,image/jpeg,/objects/IMG_1036 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1036.HEIC
1040,,Shacks,,Wood with one side of logs,,Smithsonian,Wood,Image;StillImage,image/jpeg,/objects/IMG_1040 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1040.HEIC
1041,,Shacks,,Plain wood with chimney and one fallen wall,,Smithsonian,Wood,Image;StillImage,image/jpeg,/objects/IMG_1041 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1041.HEIC
1042,Family Shacks,Shacks,,Four shacks. Two red. One purple grey. One white.,,Smithsonian,"Wood, Paint",Image;StillImage,image/jpeg,/objects/IMG_1042 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1042.HEIC
1052,Shotgun,Shacks,1992,"Red walls and porch, black roof. License plate and bottle caps. Text reads shot gun",,Smithsonian,"Wood, Paint, License Plate, Found Object(s), Oil Pastel and/or Marker",Image;StillImage,image/jpeg,/objects/IMG_1052 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1052.HEIC
1054,,Shacks,,Dark wood long rectangle with chimney,,Smithsonian,Wood,Image;StillImage,image/jpeg,/objects/IMG_1054 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1054.HEIC
1055,,Shacks,,Dark wood L-shape with porch,,Smithsonian,Wood,Image;StillImage,image/jpeg,/objects/IMG_1055 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1055.HEIC
1058,Family Shack,Shacks,1988,All white with three parts,,Smithsonian,"Wood, Paint",Image;StillImage,image/jpeg,/objects/IMG_1058 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1058.HEIC
1059,Blues' Shack,Shacks,1988,Blue shack with white window and brown chimney,,Smithsonian,"Paper, Other",Image;StillImage,image/jpeg,/objects/IMG_1059 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1059.HEIC
1060,Private Spaces,Shacks,,White walls and roof with leaning walls and white pickett fence,,Smithsonian,"Cardboard, Paint",Image;StillImage,image/jpeg,/objects/IMG_1060 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1060.HEIC
1063,,Shacks,,"Red shack, brown roof, brown porch, glass bottles",,Smithsonian,"Wood, Paint, Glass",Image;StillImage,image/jpeg,/objects/IMG_1063 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1063.HEIC
1064,Inside,Shacks,,Very large wood shack with hat,,Smithsonian,"Metal, Wood",Image;StillImage,image/jpeg,/objects/IMG_1064 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1064.HEIC
1068,,Shacks,,"Leaning, three windows, and chimney",,Smithsonian,Clay,Image;StillImage,image/jpeg,/objects/IMG_1068 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1068.HEIC
1069,,Shacks,,Tall red metal with triangular hole in wall,,Smithsonian,Metal,Image;StillImage,image/jpeg,/objects/IMG_1069 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1069.HEIC
1087,,Shacks,,Black shacks in ruin,,Smithsonian,Clay,Image;StillImage,image/jpeg,/objects/IMG_1087 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1087.HEIC
1090,Hometown Shotgun Shack,Shacks,1992,"Red walls and porch, black roof. License plate and chair with two beads",,Smithsonian,"Wood, Found Object(s), License Plate, Paint, Oil Pastel and/or Marker",Image;StillImage,image/jpeg,/objects/IMG_1090 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1090.HEIC
1091,Hometown Shotgun Shack,Shacks,1992,"Red walls and porch, black roof. License plate and chair with two beads",,Smithsonian,"Wood, Found Object(s), License Plate, Paint, Oil Pastel and/or Marker",Image;StillImage,image/jpeg,/objects/IMG_1091 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1091.HEIC
1107,Work in Progress,Shacks,1993,All metal with wood framing,,Smithsonian,"Metal, Wood",Image;StillImage,image/jpeg,/objects/IMG_1107 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1107.HEIC
1108,Work in Progress,Shacks,1993,All metal with wood framing,,Smithsonian,"Metal, Wood",Image;StillImage,image/jpeg,/objects/IMG_1108 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1108.HEIC
1111,,Shacks,,Burned shacks in wheelbarrow,Out of Control,Smithsonian,"Photo, Wood",Image;StillImage,image/jpeg,/objects/IMG_1111 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1111.HEIC
1114,,Shacks,,Tall wood with chimney and hole where door would be,,Smithsonian,Wood,Image;StillImage,image/jpeg,/objects/IMG_1114 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1114.HEIC
1126,,Shacks,1991,Tall wood horizontal panels with log chimney,,Smithsonian,Wood,Image;StillImage,image/jpeg,/objects/IMG_1126 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1126.HEIC
1130,House with metal roof,Shacks,1996,"Plain wood with chimney, chair, and rope emerging from chimney",,Smithsonian,"Wood, Metal, Rope",Image;StillImage,image/jpeg,/objects/IMG_1130 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1130.HEIC
1131,,Shacks,1996,Close up of textured walls with wood lattice frame window,,Smithsonian,"Wood, Metal",Image;StillImage,image/jpeg,/objects/IMG_1131 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1131.HEIC
1133,House with metal roof,Shacks,1996,"Plain wood with chimney, chair, and rope emerging from chimney",,Smithsonian,"Wood, Metal, Rope",Image;StillImage,image/jpeg,/objects/IMG_1133 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1133.HEIC
1134,House with metal roof,Shacks,1996,"Plain wood with chimney, chair, and rope emerging from chimney",,Smithsonian,"Wood, Metal, Rope",Image;StillImage,image/jpeg,/objects/IMG_1134 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1134.HEIC
1136,,Shacks,,All red with chimney,,Smithsonian,"Wood, Paint",Image;StillImage,image/jpeg,/objects/IMG_1136 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1136.HEIC
1137a,,Shacks,,Wood with protruding metal wire,,Smithsonian,"Wood, Paint, Metal",Image;StillImage,image/jpeg,/objects/IMG_1137a Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1137a.HEIC
1137b,,Shacks,,Two story wood with porch,,Smithsonian,Wood,Image;StillImage,image/jpeg,/objects/IMG_1137b Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1137b.HEIC
1138,,Shacks,,Burned shacks,Out of Control,Smithsonian,"Photo, Wood",Image;StillImage,image/jpeg,/objects/IMG_1138 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1138.HEIC
1139,Work in Progress,Shacks,1993,All metal with wood framing,,Smithsonian,"Metal, Wood",Image;StillImage,image/jpeg,/objects/IMG_1139 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1139.HEIC
1152,Three Families (A Memorial Piece with Scars),Shacks,1989,"Wood set on fire, mixed media",Three Families (A Memorial Piece with Scars),Smithsonian,"Metal, Wood",Image;StillImage,image/jpeg,/objects/IMG_1152 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1152.HEIC
1153,,Shacks,,Black with one side extending like a chimney,,Smithsonian,Clay,Image;StillImage,image/jpeg,/objects/IMG_1153 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1153.HEIC
1157,,Other?,,Chair next to wood tool,,Smithsonian,"Wood, Metal",Image;StillImage,image/jpeg,/objects/IMG_1157 Small.jpeg,image,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1157.HEIC
