objectid,title,creator,date,description,subject,location,source,type,format,object_location,image_thumb
875,Three Families?,Shacks,,,,Smithsonian,Wood,,,,
876,The Ulmer House?,Shacks,1990,,,Smithsonian,Wood,,,,
883,Yard,Shacks,,"Grey yard with keep out sign, metal wire and bucket",,Smithsonian,"Found Object(s), Metal, Paint, Wood",,,,
886,Yard,Shacks,,"Grey yard with keep out sign, metal wire and bucket",,Smithsonian,"Found Object(s), Metal, Paint, Wood",,,,
887,Yard,Shacks,,"Grey yard with keep out sign, metal wire and bucket",,Smithsonian,"Found Object(s), Metal, Paint, Wood",,,,
888,Yard,Shacks,,"Grey yard with keep out sign, metal wire and bucket",,Smithsonian,"Found Object(s), Metal, Paint, Wood",,,,
893,The Green House,Shacks,1989,"Two story wood shack with black roof, chimney, and porch",,Smithsonian,Wood,,,,
894,The Green House,Shacks,1989,"Two story wood shack with black roof, chimney, and porch",,Smithsonian,Wood,,,,
898,,Shacks,2005,Six red shacks with black roofs,,Smithsonian,"Wood, Paint",,,,
902,Coming Home the Back Way,Shacks,,Plain wood shack next to pile of wood slabs and metal wires,,Smithsonian,"Wood, Metal",,,,
904,House with metal roof,Shacks,,"Plain wood with chimney, chair, and rope emerging from chimney",,Smithsonian,"Wood, Metal, Rope",,,,
905,House with metal roof,Shacks,,"Plain wood with chimney, chair, and rope emerging from chimney",,Smithsonian,"Wood, Metal, Rope",,,,
938,The Pink House Shack,Shacks,1989,,,Smithsonian,"Paper, Paint, Metal",,,,
940,McLean's Barn,Shacks,1989,White with blue red streaks and red roof,,Smithsonian,"Wood, Paint, Text",,,,
943,The Tilley Jamison House,Shacks,1990,,,Smithsonian,"Wood, Metal, Clay, Paint, Oil Pastel and/or Marker",,,,
954,,Shacks,1990,"two with chimney. one with narrow door and boarded window, one with short narrow door",,Smithsonian,Wood,,,,
955,,Shacks,1990,"two with chimney. one with narrow door and boarded window, one with short narrow door",,Smithsonian,Wood,,,,
956,,Shacks,,Three identical plain shacks,Out of Control,Smithsonian,Wood,,,,
975,,Shacks,,Burned shacks in wheelbarrow,Out of Control,Smithsonian,"Photo, Wood",,,,
982,,Shacks,,Vertical wood panels with door and porch and partial log flat roof,,Smithsonian,Wood,,,,
985,The Kramer House,Shacks,1990,,,Smithsonian,Wood,,,,
989,,Shacks,,Dark wood with metal roof,,Smithsonian,"Wood, Metal, Paint",,,,
992,,Shacks,1990,"two with chimney. one with narrow door and boarded window, one with short narrow door",,Smithsonian,Wood,,,,
993,Ladder,Other?,1988,Tall multicolor ladder,,Smithsonian,Wood,,,,
995,Coming Home the Back Way,Shacks,,Plain wood shack next to pile of wood slabs and metal wires,,Smithsonian,"Wood, Metal",,,,
996,Coming Home the Back Way,Shacks,,Plain wood shack next to pile of wood slabs and metal wires,,Smithsonian,"Wood, Metal",,,,
997,Silhouette,Shacks,1991,Many wood shacks in a cluster,,Smithsonian,Wood,,,,
998,Silhouette,Shacks,1991,Many wood shacks in a cluster,,Smithsonian,Wood,,,,
1004,,Shacks,,Tall shack with porch and black boarded window,,Smithsonian,Wood,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1004.HEIC,/objects/IMG_1004 Small.jpeg
1007,,Shacks,,Vertical red walls and roof with yellow rhombus,,Smithsonian,"Wood, Paint, Oil Pastel and/or Marker",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1007.HEIC,/objects/IMG_1007 Small.jpeg
1008,,Shacks,,Brown shack with black roof and porch,,Smithsonian,"Wood, Paint",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1008.HEIC,/objects/IMG_1008 Small.jpeg
1012,The Tilley Jamison House,Shacks,1990,,,Smithsonian,"Wood, Metal, Clay, Paint, Oil Pastel and/or Marker",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1012.HEIC,/objects/IMG_1012 Small.jpeg
1013,Orangeburg County Family House,Shacks,1993,"Bottlecaps, Wooden figure of a Black Person, writing",,Smithsonian,"Wood, License Plate, Found Object(s), Oil Pastel and/or Marker",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1013.HEIC,/objects/IMG_1013 Small.jpeg
1014,Three Families (A Memorial Piece with Scars),Shacks,1989,"Wood set on fire, mixed media",Three Families (A Memorial Piece with Scars),Smithsonian,"Metal, Wood",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1014.HEIC,/objects/IMG_1014 Small.jpeg
1015,Three Families (A Memorial Piece with Scars),Shacks,1989,"Wood set on fire, mixed media",Three Families (A Memorial Piece with Scars),Smithsonian,"Metal, Wood",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1015.HEIC,/objects/IMG_1015 Small.jpeg
1016,Inside,Shacks,,Very large wood shack with hat,,Smithsonian,Wood,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1016.HEIC,/objects/IMG_1016 Small.jpeg
1017,Inside,Shacks,,Very large wood shack with hat,,Smithsonian,Wood,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1017.HEIC,/objects/IMG_1017 Small.jpeg
1018,Inside,Shacks,,Very large wood shack with hat,,Smithsonian,Wood,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1018.HEIC,/objects/IMG_1018 Small.jpeg
1019,,Shacks,,Two story wood shack with chimney in fence on wood stand,,Smithsonian,Wood,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1019.HEIC,/objects/IMG_1019 Small.jpeg
1020,,Shacks,,Four red shacks with chimneys and black roofs.,,Smithsonian,"Wood, Paint",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1020.HEIC,/objects/IMG_1020 Small.jpeg
1021,,Shacks,1990,"two with chimney. one with narrow door and boarded window, one with short narrow door",,Smithsonian,Wood,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1021.HEIC,/objects/IMG_1021 Small.jpeg
1022,,Shacks,,Birdhouse with logs,,Smithsonian,Wood,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1022.HEIC,/objects/IMG_1022 Small.jpeg
1023,Richard's House,Shacks,1993,Two story wood saturated in multicolor marks and string,,Smithsonian,"Wood, Oil Pastel and/or Marker, Found Object(s), Paint",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1023.HEIC,/objects/IMG_1023 Small.jpeg
1029,,Shacks,,Two story wood shack with chimney in fence on wood stand,,Smithsonian,Wood,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1029.HEIC,/objects/IMG_1029 Small.jpeg
1030,Yard,Shacks,,"Grey yard with keep out sign, metal wire and bucket",,Smithsonian,"Found Object(s), Metal, Paint, Wood",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1030.HEIC,/objects/IMG_1030 Small.jpeg
1031,,Other?,,"Assemblage. Wooden figures, flags, black wire, porch with thimbles, and text reading holy.",,Smithsonian,"Wood, Plastic, Found Object(s), Oil Pastel and/or Marker",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1031.HEIC,/objects/IMG_1031 Small.jpeg
1034,,Shacks,,All white shack,,Smithsonian,"Wood, Paint",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1034.HEIC,/objects/IMG_1034 Small.jpeg
1035,Alice's Shack,Shacks,1989,Red with black roof,,Smithsonian,"Wood, Metal",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1035.HEIC,/objects/IMG_1035 Small.jpeg
1036,Ms. Mary's House,Shacks,,Wood with porch no door no windows,MLF,Smithsonian,Wood,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1036.HEIC,/objects/IMG_1036 Small.jpeg
1040,,Shacks,,Wood with one side of logs,,Smithsonian,Wood,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1040.HEIC,/objects/IMG_1040 Small.jpeg
1041,,Shacks,,Plain wood with chimney and one fallen wall,,Smithsonian,Wood,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1041.HEIC,/objects/IMG_1041 Small.jpeg
1042,Family Shacks,Shacks,,Four shacks. Two red. One purple grey. One white.,,Smithsonian,"Wood, Paint",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1042.HEIC,/objects/IMG_1042 Small.jpeg
1052,Shotgun,Shacks,1992,"Red walls and porch, black roof. License plate and bottle caps. Text reads shot gun",,Smithsonian,"Wood, Paint, License Plate, Found Object(s), Oil Pastel and/or Marker",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1052.HEIC,/objects/IMG_1052 Small.jpeg
1054,,Shacks,,Dark wood long rectangle with chimney,,Smithsonian,Wood,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1054.HEIC,/objects/IMG_1054 Small.jpeg
1055,,Shacks,,Dark wood L-shape with porch,,Smithsonian,Wood,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1055.HEIC,/objects/IMG_1055 Small.jpeg
1058,Family Shack,Shacks,1988,All white with three parts,,Smithsonian,"Wood, Paint",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1058.HEIC,/objects/IMG_1058 Small.jpeg
1059,Blues' Shack,Shacks,1988,Blue shack with white window and brown chimney,,Smithsonian,"Paper, Other",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1059.HEIC,/objects/IMG_1059 Small.jpeg
1060,Private Spaces,Shacks,,White walls and roof with leaning walls and white pickett fence,,Smithsonian,"Cardboard, Paint",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1060.HEIC,/objects/IMG_1060 Small.jpeg
1063,,Shacks,,"Red shack, brown roof, brown porch, glass bottles",,Smithsonian,"Wood, Paint, Glass",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1063.HEIC,/objects/IMG_1063 Small.jpeg
1064,Inside,Shacks,,Very large wood shack with hat,,Smithsonian,"Metal, Wood",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1064.HEIC,/objects/IMG_1064 Small.jpeg
1068,,Shacks,,"Leaning, three windows, and chimney",,Smithsonian,Clay,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1068.HEIC,/objects/IMG_1068 Small.jpeg
1069,,Shacks,,Tall red metal with triangular hole in wall,,Smithsonian,Metal,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1069.HEIC,/objects/IMG_1069 Small.jpeg
1087,,Shacks,,Black shacks in ruin,,Smithsonian,Clay,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1087.HEIC,/objects/IMG_1087 Small.jpeg
1090,Hometown Shotgun Shack,Shacks,1992,"Red walls and porch, black roof. License plate and chair with two beads",,Smithsonian,"Wood, Found Object(s), License Plate, Paint, Oil Pastel and/or Marker",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1090.HEIC,/objects/IMG_1090 Small.jpeg
1091,Hometown Shotgun Shack,Shacks,1992,"Red walls and porch, black roof. License plate and chair with two beads",,Smithsonian,"Wood, Found Object(s), License Plate, Paint, Oil Pastel and/or Marker",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1091.HEIC,/objects/IMG_1091 Small.jpeg
1107,Work in Progress,Shacks,1993,All metal with wood framing,,Smithsonian,"Metal, Wood",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1107.HEIC,/objects/IMG_1107 Small.jpeg
1108,Work in Progress,Shacks,1993,All metal with wood framing,,Smithsonian,"Metal, Wood",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1108.HEIC,/objects/IMG_1108 Small.jpeg
1111,,Shacks,,Burned shacks in wheelbarrow,Out of Control,Smithsonian,"Photo, Wood",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1111.HEIC,/objects/IMG_1111 Small.jpeg
1114,,Shacks,,Tall wood with chimney and hole where door would be,,Smithsonian,Wood,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1114.HEIC,/objects/IMG_1114 Small.jpeg
1126,,Shacks,1991,Tall wood horizontal panels with log chimney,,Smithsonian,Wood,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1126.HEIC,/objects/IMG_1126 Small.jpeg
1130,House with metal roof,Shacks,1996,"Plain wood with chimney, chair, and rope emerging from chimney",,Smithsonian,"Wood, Metal, Rope",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1130.HEIC,/objects/IMG_1130 Small.jpeg
1131,,Shacks,1996,Close up of textured walls with wood lattice frame window,,Smithsonian,"Wood, Metal",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1131.HEIC,/objects/IMG_1131 Small.jpeg
1133,House with metal roof,Shacks,1996,"Plain wood with chimney, chair, and rope emerging from chimney",,Smithsonian,"Wood, Metal, Rope",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1133.HEIC,/objects/IMG_1133 Small.jpeg
1134,House with metal roof,Shacks,1996,"Plain wood with chimney, chair, and rope emerging from chimney",,Smithsonian,"Wood, Metal, Rope",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1134.HEIC,/objects/IMG_1134 Small.jpeg
1136,,Shacks,,All red with chimney,,Smithsonian,"Wood, Paint",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1136.HEIC,/objects/IMG_1136 Small.jpeg
1137a,,Shacks,,Wood with protruding metal wire,,Smithsonian,"Wood, Paint, Metal",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1137a.HEIC,/objects/IMG_1137a Small.jpeg
1137b,,Shacks,,Two story wood with porch,,Smithsonian,Wood,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1137b.HEIC,/objects/IMG_1137b Small.jpeg
1138,,Shacks,,Burned shacks,Out of Control,Smithsonian,"Photo, Wood",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1138.HEIC,/objects/IMG_1138 Small.jpeg
1139,Work in Progress,Shacks,1993,All metal with wood framing,,Smithsonian,"Metal, Wood",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1139.HEIC,/objects/IMG_1139 Small.jpeg
1152,Three Families (A Memorial Piece with Scars),Shacks,1989,"Wood set on fire, mixed media",Three Families (A Memorial Piece with Scars),Smithsonian,"Metal, Wood",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1152.HEIC,/objects/IMG_1152 Small.jpeg
1153,,Shacks,,Black with one side extending like a chimney,,Smithsonian,Clay,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1153.HEIC,/objects/IMG_1153 Small.jpeg
1157,,Other?,,Chair next to wood tool,,Smithsonian,"Wood, Metal",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1157.HEIC,/objects/IMG_1157 Small.jpeg
1171,Three Families (A Memorial Piece with Scars),Shacks,1989,"Wood set on fire, mixed media",Three Families (A Memorial Piece with Scars),Smithsonian,"Metal, Wood, Clay, Paint",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 6/IMG_1171.HEIC,/objects/IMG_1171 Small.jpeg
1172a,,Shacks,,Red with black roof,,Smithsonian,"Wood, Tar Paper",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 7/IMG_1172a.HEIC,/objects/IMG_1172a Small.jpeg
1172b,Home Place,Shacks,,"Dark wood walls, black roof, chimney, yellow windows and door",,Smithsonian,"Wood, Other",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 7/IMG_1172b.HEIC,/objects/IMG_1172b Small.jpeg
1172c,Barnesville 1989,Shacks,1989,Four white shacks with black roofs and red blue background,,Smithsonian,"Oil Pastel and/or Marker, Paper",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 7/IMG_1172c.HEIC,/objects/IMG_1172c Small.jpeg
1174,Flye Town,Shacks,,Four shacks,,Smithsonian,Wood,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 7/IMG_1174.HEIC,/objects/IMG_1174 Small.jpeg
1184a,Orangeburg County Family Home,Shacks,,"Bottlecaps, Wooden figure of a Black Person, writing",,Smithsonian,"Wood, License Plate, Found Object(s), Oil Pastel and/or Marker",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 7/IMG_1184a.HEIC,/objects/IMG_1184a Small.jpeg
1184b,Frank Owen's Blue Shack,Shacks,,Red with blue roof,,Smithsonian,"Wood, Paint",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 7/IMG_1184b.HEIC,/objects/IMG_1184b Small.jpeg
1184c,The Pink House Shack,Shacks,1989,,,Smithsonian,"Paper, Paint, Metal",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 7/IMG_1184c.HEIC,/objects/IMG_1184c Small.jpeg
1184d,Inside,Shacks,,Very large wood shack with chair and cot,,Smithsonian,"Metal, Wood",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 7/IMG_1184d.HEIC,/objects/IMG_1184d Small.jpeg
1187,,Shacks,,Vertical wood panels with porch and chimney,,Smithsonian,Wood,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 7/IMG_1187.HEIC,/objects/IMG_1187 Small.jpeg
1196,,Shacks,,Church with text reading Church of God Pastor Sister Ollie Davis Spearman,,Smithsonian,"Paint, Oil Pastel and/or Marker, Wood",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 7/IMG_1196.HEIC,/objects/IMG_1196 Small.jpeg
1204a,,Shacks,,Orange walls with multicolor square marks and white orange blue roof,,Smithsonian,Paint,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 7/IMG_1204a.HEIC,/objects/IMG_1204a Small.jpeg
1204b,House Watching,Shacks,2006,Brown with red roof and chimney on blue orange background. Black figure in blue chair sitting beside.,,Smithsonian,"Oil Pastel and/or Marker, Paper",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 7/IMG_1204b.HEIC,/objects/IMG_1204b Small.jpeg
1204c,Hillside Shack,Shacks,1987,Orange blue walls with purple red orange roof on grey box foundation,,Smithsonian,"Paint, Oil Pastel and/or Marker, Wood",Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Smithsonian/Logged in April 2026 version/3D Shacks/logged 7/IMG_1204c.HEIC,/objects/IMG_1204c Small.jpeg
