objectid,title,creator,date,description,subject,location,source,type,format,object_location,image_thumb
2826,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2826.HEIC,/objects/IMG_2826 Small.jpeg
2827,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2827.HEIC,/objects/IMG_2827 Small.jpeg
2828,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2828.HEIC,/objects/IMG_2828 Small.jpeg
2829,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2829.HEIC,/objects/IMG_2829 Small.jpeg
2830,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2830.HEIC,/objects/IMG_2830 Small.jpeg
2831,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2831.HEIC,/objects/IMG_2831 Small.jpeg
2832,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2832.HEIC,/objects/IMG_2832 Small.jpeg
2833,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2833.HEIC,/objects/IMG_2833 Small.jpeg
2834,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2834.HEIC,/objects/IMG_2834 Small.jpeg
2835,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2835.HEIC,/objects/IMG_2835 Small.jpeg
2836,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2836.HEIC,/objects/IMG_2836 Small.jpeg
2837,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2837.HEIC,/objects/IMG_2837 Small.jpeg
2838,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2838.HEIC,/objects/IMG_2838 Small.jpeg
2839,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2839.HEIC,/objects/IMG_2839 Small.jpeg
2840,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2840.HEIC,/objects/IMG_2840 Small.jpeg
2841,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2841.HEIC,/objects/IMG_2841 Small.jpeg
2842,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2842.HEIC,/objects/IMG_2842 Small.jpeg
2843,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2843.HEIC,/objects/IMG_2843 Small.jpeg
2844,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2844.HEIC,/objects/IMG_2844 Small.jpeg
2845,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2845.HEIC,/objects/IMG_2845 Small.jpeg
2846,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2846.HEIC,/objects/IMG_2846 Small.jpeg
2847,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2847.HEIC,/objects/IMG_2847 Small.jpeg
2848,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2848.HEIC,/objects/IMG_2848 Small.jpeg
2849,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2849.HEIC,/objects/IMG_2849 Small.jpeg
2850,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2850.HEIC,/objects/IMG_2850 Small.jpeg
2851,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2851.HEIC,/objects/IMG_2851 Small.jpeg
2852,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2852.HEIC,/objects/IMG_2852 Small.jpeg
2853,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2853.HEIC,/objects/IMG_2853 Small.jpeg
2854,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2854.HEIC,/objects/IMG_2854 Small.jpeg
2855,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2855.HEIC,/objects/IMG_2855 Small.jpeg
2856,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2856.HEIC,/objects/IMG_2856 Small.jpeg
2857,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2857.HEIC,/objects/IMG_2857 Small.jpeg
2858,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2858.HEIC,/objects/IMG_2858 Small.jpeg
2859,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2859.HEIC,/objects/IMG_2859 Small.jpeg
2860,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2860.HEIC,/objects/IMG_2860 Small.jpeg
2861,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2861.HEIC,/objects/IMG_2861 Small.jpeg
2862,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2862.HEIC,/objects/IMG_2862 Small.jpeg
2863,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2863.HEIC,/objects/IMG_2863 Small.jpeg
2864,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2864.HEIC,/objects/IMG_2864 Small.jpeg
2865,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2865.HEIC,/objects/IMG_2865 Small.jpeg
2866,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2866.HEIC,/objects/IMG_2866 Small.jpeg
2867,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2867.HEIC,/objects/IMG_2867 Small.jpeg
2868,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2868.HEIC,/objects/IMG_2868 Small.jpeg
2869,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2869.HEIC,/objects/IMG_2869 Small.jpeg
2870,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2870.HEIC,/objects/IMG_2870 Small.jpeg
2871,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2871.HEIC,/objects/IMG_2871 Small.jpeg
2872,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2872.HEIC,/objects/IMG_2872 Small.jpeg
2873,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2873.HEIC,/objects/IMG_2873 Small.jpeg
2874,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2874.HEIC,/objects/IMG_2874 Small.jpeg
2875,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2875.HEIC,/objects/IMG_2875 Small.jpeg
2876,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2876.HEIC,/objects/IMG_2876 Small.jpeg
2877,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2877.HEIC,/objects/IMG_2877 Small.jpeg
2878,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2878.HEIC,/objects/IMG_2878 Small.jpeg
2879,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2879.HEIC,/objects/IMG_2879 Small.jpeg
2880,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2880.HEIC,/objects/IMG_2880 Small.jpeg
2881,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2881.HEIC,/objects/IMG_2881 Small.jpeg
2882,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2882.HEIC,/objects/IMG_2882 Small.jpeg
2883,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2883.HEIC,/objects/IMG_2883 Small.jpeg
2884,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2884.HEIC,/objects/IMG_2884 Small.jpeg
2885,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2885.HEIC,/objects/IMG_2885 Small.jpeg
2886,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2886.HEIC,/objects/IMG_2886 Small.jpeg
2887,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2887.HEIC,/objects/IMG_2887 Small.jpeg
2888,Trip to Ruins and Rituals,Enviro/Land Art,,,Ruins and Rituals,Macon Museum of Arts and Sciences,,Image;StillImage,image/jpeg,https://www.dropbox.com/home/Beverly Buchanan Digital Repository (WIP)/BB_Archive/Test Dropbox to Drive/Macon/Museum of Arts and Sciences/Logged in April 2026 Revised Version/Enviro Sculpture/Ruins and Rituals/Ruins and Rituals IRL/IMG_2888.HEIC,/objects/IMG_2888 Small.jpeg
